Police Beat,CRIME_TYPE,CRIME_DESCRIPTION,STAT_VALUE,REPORT_DATE,Sector,Precinct,Row_Value_ID,Year
S1,Burglary,Burglary,14,6/1/10,S,SE,10794,2010
S2,Homicide,Homicide,0,6/1/10,S,SE,10795,2010
S2,Rape,Rape,0,6/1/10,S,SE,10796,2010
S2,Robbery,Robbery,3,6/1/10,S,SE,10797,2010
S2,Assault,Assault,6,6/1/10,S,SE,10798,2010
S2,Larceny-Theft,Larceny-Theft,20,6/1/10,S,SE,10799,2010
S2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",15,6/1/10,S,SE,10800,2010
S2,Burglary,Burglary,16,6/1/10,S,SE,10801,2010
S3,Homicide,Homicide,0,6/1/10,S,SE,10802,2010
S3,Rape,Rape,0,6/1/10,S,SE,10803,2010
S3,Robbery,Robbery,4,6/1/10,S,SE,10804,2010
S3,Assault,Assault,6,6/1/10,S,SE,10805,2010
S3,Larceny-Theft,Larceny-Theft,33,6/1/10,S,SE,10806,2010
S3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",12,6/1/10,S,SE,10807,2010
S3,Burglary,Burglary,11,6/1/10,S,SE,10808,2010
W1,Homicide,Homicide,0,6/1/10,W,SW,10809,2010
W1,Rape,Rape,0,6/1/10,W,SW,10810,2010
W1,Robbery,Robbery,1,6/1/10,W,SW,10811,2010
W1,Assault,Assault,2,6/1/10,W,SW,10812,2010
W1,Larceny-Theft,Larceny-Theft,37,6/1/10,W,SW,10813,2010
W1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,6/1/10,W,SW,10814,2010
W1,Burglary,Burglary,9,6/1/10,W,SW,10815,2010
W2,Homicide,Homicide,0,6/1/10,W,SW,10816,2010
W2,Rape,Rape,0,6/1/10,W,SW,10817,2010
W2,Robbery,Robbery,1,6/1/10,W,SW,10818,2010
W2,Assault,Assault,3,6/1/10,W,SW,10819,2010
W2,Larceny-Theft,Larceny-Theft,39,6/1/10,W,SW,10820,2010
W2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",13,6/1/10,W,SW,10821,2010
W2,Burglary,Burglary,9,6/1/10,W,SW,10822,2010
F1,Homicide,Homicide,0,6/1/10,F,SW,10823,2010
F1,Rape,Rape,0,6/1/10,F,SW,10824,2010
F1,Robbery,Robbery,4,6/1/10,F,SW,10825,2010
F1,Assault,Assault,1,6/1/10,F,SW,10826,2010
F1,Larceny-Theft,Larceny-Theft,19,6/1/10,F,SW,10827,2010
F1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,6/1/10,F,SW,10828,2010
F1,Burglary,Burglary,12,6/1/10,F,SW,10829,2010
W3,Homicide,Homicide,0,6/1/10,W,SW,10830,2010
W3,Rape,Rape,0,6/1/10,W,SW,10831,2010
W3,Robbery,Robbery,1,6/1/10,W,SW,10832,2010
W3,Assault,Assault,6,6/1/10,W,SW,10833,2010
W3,Larceny-Theft,Larceny-Theft,27,6/1/10,W,SW,10834,2010
W3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,6/1/10,W,SW,10835,2010
W3,Burglary,Burglary,20,6/1/10,W,SW,10836,2010
F3,Homicide,Homicide,0,6/1/10,F,SW,10837,2010
F3,Rape,Rape,0,6/1/10,F,SW,10838,2010
F3,Robbery,Robbery,3,6/1/10,F,SW,10839,2010
F3,Assault,Assault,7,6/1/10,F,SW,10840,2010
F3,Larceny-Theft,Larceny-Theft,20,6/1/10,F,SW,10841,2010
F3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,6/1/10,F,SW,10842,2010
F3,Burglary,Burglary,10,6/1/10,F,SW,10843,2010
F2,Homicide,Homicide,0,6/1/10,F,SW,10844,2010
F2,Rape,Rape,0,6/1/10,F,SW,10845,2010
F2,Robbery,Robbery,3,6/1/10,F,SW,10846,2010
F2,Assault,Assault,4,6/1/10,F,SW,10847,2010
F2,Larceny-Theft,Larceny-Theft,25,6/1/10,F,SW,10848,2010
F2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,6/1/10,F,SW,10849,2010
F2,Burglary,Burglary,16,6/1/10,F,SW,10850,2010
Q1,Homicide,Homicide,0,6/1/10,Q,W,10851,2010
Q1,Rape,Rape,0,6/1/10,Q,W,10852,2010
Q1,Robbery,Robbery,0,6/1/10,Q,W,10853,2010
Q1,Assault,Assault,0,6/1/10,Q,W,10854,2010
Q1,Larceny-Theft,Larceny-Theft,34,6/1/10,Q,W,10855,2010
Q1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,6/1/10,Q,W,10856,2010
Q1,Burglary,Burglary,10,6/1/10,Q,W,10857,2010
Q2,Homicide,Homicide,0,6/1/10,Q,W,10858,2010
Q2,Rape,Rape,0,6/1/10,Q,W,10859,2010
Q2,Robbery,Robbery,1,6/1/10,Q,W,10860,2010
Q2,Assault,Assault,1,6/1/10,Q,W,10861,2010
Q2,Larceny-Theft,Larceny-Theft,53,6/1/10,Q,W,10862,2010
Q2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,6/1/10,Q,W,10863,2010
Q2,Burglary,Burglary,10,6/1/10,Q,W,10864,2010
D1,Homicide,Homicide,0,6/1/10,D,W,10865,2010
D1,Rape,Rape,0,6/1/10,D,W,10866,2010
D1,Robbery,Robbery,2,6/1/10,D,W,10867,2010
D1,Assault,Assault,7,6/1/10,D,W,10868,2010
D1,Larceny-Theft,Larceny-Theft,77,6/1/10,D,W,10869,2010
D1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,6/1/10,D,W,10870,2010
D1,Burglary,Burglary,5,6/1/10,D,W,10871,2010
Q3,Homicide,Homicide,0,6/1/10,Q,W,10872,2010
Q3,Rape,Rape,0,6/1/10,Q,W,10873,2010
Q3,Robbery,Robbery,2,6/1/10,Q,W,10874,2010
Q3,Assault,Assault,2,6/1/10,Q,W,10875,2010
Q3,Larceny-Theft,Larceny-Theft,40,6/1/10,Q,W,10876,2010
Q3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,6/1/10,Q,W,10877,2010
Q3,Burglary,Burglary,6,6/1/10,Q,W,10878,2010
M1,Homicide,Homicide,0,6/1/10,M,W,10879,2010
M1,Rape,Rape,1,6/1/10,M,W,10880,2010
M1,Robbery,Robbery,3,6/1/10,M,W,10881,2010
M1,Assault,Assault,9,6/1/10,M,W,10882,2010
M1,Larceny-Theft,Larceny-Theft,60,6/1/10,M,W,10883,2010
M1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,6/1/10,M,W,10884,2010
M1,Burglary,Burglary,9,6/1/10,M,W,10885,2010
M2,Homicide,Homicide,1,6/1/10,M,W,10886,2010
M2,Rape,Rape,0,6/1/10,M,W,10887,2010
M2,Robbery,Robbery,5,6/1/10,M,W,10888,2010
M2,Assault,Assault,5,6/1/10,M,W,10889,2010
M2,Larceny-Theft,Larceny-Theft,69,6/1/10,M,W,10890,2010
M2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,6/1/10,M,W,10891,2010
M2,Burglary,Burglary,2,6/1/10,M,W,10892,2010
M3,Homicide,Homicide,0,6/1/10,M,W,10893,2010
M3,Rape,Rape,0,6/1/10,M,W,10894,2010
M3,Robbery,Robbery,1,6/1/10,M,W,10895,2010
M3,Assault,Assault,3,6/1/10,M,W,10896,2010
M3,Larceny-Theft,Larceny-Theft,94,6/1/10,M,W,10897,2010
M3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,6/1/10,M,W,10898,2010
M3,Burglary,Burglary,4,6/1/10,M,W,10899,2010
C1,Homicide,Homicide,0,7/1/10,C,E,10907,2010
C1,Rape,Rape,-1,7/1/10,C,E,10908,2010
C1,Robbery,Robbery,2,7/1/10,C,E,10909,2010
C1,Assault,Assault,1,7/1/10,C,E,10910,2010
C1,Larceny-Theft,Larceny-Theft,22,7/1/10,C,E,10911,2010
C1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,7/1/10,C,E,10912,2010
C1,Burglary,Burglary,10,7/1/10,C,E,10913,2010
C3,Homicide,Homicide,0,7/1/10,C,E,10914,2010
C3,Rape,Rape,0,7/1/10,C,E,10915,2010
C3,Robbery,Robbery,4,7/1/10,C,E,10916,2010
C3,Assault,Assault,1,7/1/10,C,E,10917,2010
C3,Larceny-Theft,Larceny-Theft,43,7/1/10,C,E,10918,2010
C3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,C,E,10919,2010
C3,Burglary,Burglary,9,7/1/10,C,E,10920,2010
D2,Homicide,Homicide,0,7/1/10,D,W,10921,2010
D2,Rape,Rape,0,7/1/10,D,W,10922,2010
D2,Robbery,Robbery,4,7/1/10,D,W,10923,2010
D2,Assault,Assault,9,7/1/10,D,W,10924,2010
D2,Larceny-Theft,Larceny-Theft,31,7/1/10,D,W,10925,2010
D2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,7/1/10,D,W,10926,2010
D2,Burglary,Burglary,10,7/1/10,D,W,10927,2010
E1,Homicide,Homicide,0,7/1/10,E,E,10928,2010
E1,Rape,Rape,-1,7/1/10,E,E,10929,2010
E1,Robbery,Robbery,1,7/1/10,E,E,10930,2010
E1,Assault,Assault,3,7/1/10,E,E,10931,2010
E1,Larceny-Theft,Larceny-Theft,23,7/1/10,E,E,10932,2010
E1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,7/1/10,E,E,10933,2010
E1,Burglary,Burglary,3,7/1/10,E,E,10934,2010
C2,Homicide,Homicide,0,7/1/10,C,E,10935,2010
C2,Rape,Rape,1,7/1/10,C,E,10936,2010
C2,Robbery,Robbery,2,7/1/10,C,E,10937,2010
C2,Assault,Assault,3,7/1/10,C,E,10938,2010
C2,Larceny-Theft,Larceny-Theft,30,7/1/10,C,E,10939,2010
C2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,7/1/10,C,E,10940,2010
C2,Burglary,Burglary,8,7/1/10,C,E,10941,2010
G1,Homicide,Homicide,0,7/1/10,G,E,10942,2010
G1,Rape,Rape,0,7/1/10,G,E,10943,2010
G1,Robbery,Robbery,4,7/1/10,G,E,10944,2010
G1,Assault,Assault,2,7/1/10,G,E,10945,2010
G1,Larceny-Theft,Larceny-Theft,28,7/1/10,G,E,10946,2010
G1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,G,E,10947,2010
G1,Burglary,Burglary,9,7/1/10,G,E,10948,2010
E2,Homicide,Homicide,0,7/1/10,E,E,10949,2010
E2,Rape,Rape,0,7/1/10,E,E,10950,2010
E2,Robbery,Robbery,4,7/1/10,E,E,10951,2010
E2,Assault,Assault,1,7/1/10,E,E,10952,2010
E2,Larceny-Theft,Larceny-Theft,70,7/1/10,E,E,10953,2010
E2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,7/1/10,E,E,10954,2010
E2,Burglary,Burglary,5,7/1/10,E,E,10955,2010
D3,Homicide,Homicide,0,7/1/10,D,W,10956,2010
D3,Rape,Rape,0,7/1/10,D,W,10957,2010
D3,Robbery,Robbery,2,7/1/10,D,W,10958,2010
D3,Assault,Assault,1,7/1/10,D,W,10959,2010
D3,Larceny-Theft,Larceny-Theft,60,7/1/10,D,W,10960,2010
D3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,7/1/10,D,W,10961,2010
D3,Burglary,Burglary,3,7/1/10,D,W,10962,2010
G3,Homicide,Homicide,0,7/1/10,G,E,10963,2010
G3,Rape,Rape,-2,7/1/10,G,E,10964,2010
G3,Robbery,Robbery,0,7/1/10,G,E,10965,2010
G3,Assault,Assault,6,7/1/10,G,E,10966,2010
G3,Larceny-Theft,Larceny-Theft,21,7/1/10,G,E,10967,2010
G3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,G,E,10968,2010
G3,Burglary,Burglary,15,7/1/10,G,E,10969,2010
K1,Homicide,Homicide,0,7/1/10,K,W,10970,2010
K1,Rape,Rape,2,7/1/10,K,W,10971,2010
K1,Robbery,Robbery,5,7/1/10,K,W,10972,2010
K1,Assault,Assault,1,7/1/10,K,W,10973,2010
K1,Larceny-Theft,Larceny-Theft,74,7/1/10,K,W,10974,2010
K1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",0,7/1/10,K,W,10975,2010
K1,Burglary,Burglary,9,7/1/10,K,W,10976,2010
E3,Homicide,Homicide,0,7/1/10,E,E,10977,2010
E3,Rape,Rape,-2,7/1/10,E,E,10978,2010
E3,Robbery,Robbery,6,7/1/10,E,E,10979,2010
E3,Assault,Assault,4,7/1/10,E,E,10980,2010
E3,Larceny-Theft,Larceny-Theft,29,7/1/10,E,E,10981,2010
E3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,E,E,10982,2010
E3,Burglary,Burglary,8,7/1/10,E,E,10983,2010
K2,Homicide,Homicide,0,7/1/10,K,W,10984,2010
K2,Rape,Rape,0,7/1/10,K,W,10985,2010
K2,Robbery,Robbery,2,7/1/10,K,W,10986,2010
K2,Assault,Assault,5,7/1/10,K,W,10987,2010
K2,Larceny-Theft,Larceny-Theft,16,7/1/10,K,W,10988,2010
K2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,K,W,10989,2010
K2,Burglary,Burglary,2,7/1/10,K,W,10990,2010
K3,Homicide,Homicide,0,7/1/10,K,W,10991,2010
K3,Rape,Rape,0,7/1/10,K,W,10992,2010
K3,Robbery,Robbery,5,7/1/10,K,W,10993,2010
K3,Assault,Assault,3,7/1/10,K,W,10994,2010
K3,Larceny-Theft,Larceny-Theft,55,7/1/10,K,W,10995,2010
K3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,7/1/10,K,W,10996,2010
K3,Burglary,Burglary,8,7/1/10,K,W,10997,2010
G2,Homicide,Homicide,0,7/1/10,G,E,10998,2010
G2,Rape,Rape,0,7/1/10,G,E,10999,2010
G2,Robbery,Robbery,4,7/1/10,G,E,11000,2010
G2,Assault,Assault,3,7/1/10,G,E,11001,2010
G2,Larceny-Theft,Larceny-Theft,48,7/1/10,G,E,11002,2010
G2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,7/1/10,G,E,11003,2010
G2,Burglary,Burglary,9,7/1/10,G,E,11004,2010
O1,Homicide,Homicide,0,7/1/10,O,SE,11005,2010
O1,Rape,Rape,0,7/1/10,O,SE,11006,2010
O1,Robbery,Robbery,1,7/1/10,O,SE,11007,2010
O1,Assault,Assault,7,7/1/10,O,SE,11008,2010
O1,Larceny-Theft,Larceny-Theft,26,7/1/10,O,SE,11009,2010
O1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,7/1/10,O,SE,11010,2010
O1,Burglary,Burglary,10,7/1/10,O,SE,11011,2010
R1,Homicide,Homicide,0,7/1/10,R,SE,11012,2010
R1,Rape,Rape,0,7/1/10,R,SE,11013,2010
R1,Robbery,Robbery,3,7/1/10,R,SE,11014,2010
R1,Assault,Assault,7,7/1/10,R,SE,11015,2010
R1,Larceny-Theft,Larceny-Theft,29,7/1/10,R,SE,11016,2010
R1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,R,SE,11017,2010
R1,Burglary,Burglary,9,7/1/10,R,SE,11018,2010
B1,Homicide,Homicide,0,7/1/10,B,N,11019,2010
B1,Rape,Rape,0,7/1/10,B,N,11020,2010
B1,Robbery,Robbery,1,7/1/10,B,N,11021,2010
B1,Assault,Assault,2,7/1/10,B,N,11022,2010
B1,Larceny-Theft,Larceny-Theft,30,7/1/10,B,N,11023,2010
B1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,7/1/10,B,N,11024,2010
B1,Burglary,Burglary,17,7/1/10,B,N,11025,2010
N1,Homicide,Homicide,0,7/1/10,N,N,11026,2010
N1,Rape,Rape,0,7/1/10,N,N,11027,2010
N1,Robbery,Robbery,0,7/1/10,N,N,11028,2010
N1,Assault,Assault,1,7/1/10,N,N,11029,2010
N1,Larceny-Theft,Larceny-Theft,28,7/1/10,N,N,11030,2010
N1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,7/1/10,N,N,11031,2010
N1,Burglary,Burglary,10,7/1/10,N,N,11032,2010
L1,Homicide,Homicide,0,7/1/10,L,N,11033,2010
L1,Rape,Rape,0,7/1/10,L,N,11034,2010
L1,Robbery,Robbery,2,7/1/10,L,N,11035,2010
L1,Assault,Assault,4,7/1/10,L,N,11036,2010
L1,Larceny-Theft,Larceny-Theft,31,7/1/10,L,N,11037,2010
L1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,L,N,11038,2010
L1,Burglary,Burglary,3,7/1/10,L,N,11039,2010
N3,Homicide,Homicide,0,7/1/10,N,N,11040,2010
N3,Rape,Rape,1,7/1/10,N,N,11041,2010
N3,Robbery,Robbery,3,7/1/10,N,N,11042,2010
N3,Assault,Assault,7,7/1/10,N,N,11043,2010
N3,Larceny-Theft,Larceny-Theft,42,7/1/10,N,N,11044,2010
N3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,N,N,11045,2010
N3,Burglary,Burglary,7,7/1/10,N,N,11046,2010
L2,Homicide,Homicide,0,7/1/10,L,N,11047,2010
L2,Rape,Rape,1,7/1/10,L,N,11048,2010
L2,Robbery,Robbery,2,7/1/10,L,N,11049,2010
L2,Assault,Assault,5,7/1/10,L,N,11050,2010
L2,Larceny-Theft,Larceny-Theft,28,7/1/10,L,N,11051,2010
L2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,7/1/10,L,N,11052,2010
L2,Burglary,Burglary,11,7/1/10,L,N,11053,2010
L3,Homicide,Homicide,0,7/1/10,L,N,11054,2010
L3,Rape,Rape,0,7/1/10,L,N,11055,2010
L3,Robbery,Robbery,0,7/1/10,L,N,11056,2010
L3,Assault,Assault,0,7/1/10,L,N,11057,2010
L3,Larceny-Theft,Larceny-Theft,34,7/1/10,L,N,11058,2010
L3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,L,N,11059,2010
L3,Burglary,Burglary,17,7/1/10,L,N,11060,2010
N2,Homicide,Homicide,0,7/1/10,N,N,11061,2010
N2,Rape,Rape,0,7/1/10,N,N,11062,2010
N2,Robbery,Robbery,1,7/1/10,N,N,11063,2010
N2,Assault,Assault,2,7/1/10,N,N,11064,2010
N2,Larceny-Theft,Larceny-Theft,24,7/1/10,N,N,11065,2010
N2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,N,N,11066,2010
N2,Burglary,Burglary,3,7/1/10,N,N,11067,2010
U1,Homicide,Homicide,0,7/1/10,U,N,11068,2010
U1,Rape,Rape,0,7/1/10,U,N,11069,2010
U1,Robbery,Robbery,1,7/1/10,U,N,11070,2010
U1,Assault,Assault,2,7/1/10,U,N,11071,2010
U1,Larceny-Theft,Larceny-Theft,26,7/1/10,U,N,11072,2010
U1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,7/1/10,U,N,11073,2010
U1,Burglary,Burglary,9,7/1/10,U,N,11074,2010
B2,Homicide,Homicide,0,7/1/10,B,N,11075,2010
B2,Rape,Rape,0,7/1/10,B,N,11076,2010
B2,Robbery,Robbery,1,7/1/10,B,N,11077,2010
B2,Assault,Assault,1,7/1/10,B,N,11078,2010
B2,Larceny-Theft,Larceny-Theft,34,7/1/10,B,N,11079,2010
B2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,B,N,11080,2010
B2,Burglary,Burglary,5,7/1/10,B,N,11081,2010
B3,Homicide,Homicide,0,7/1/10,B,N,11082,2010
B3,Rape,Rape,0,7/1/10,B,N,11083,2010
B3,Robbery,Robbery,1,7/1/10,B,N,11084,2010
B3,Assault,Assault,1,7/1/10,B,N,11085,2010
B3,Larceny-Theft,Larceny-Theft,40,7/1/10,B,N,11086,2010
B3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,7/1/10,B,N,11087,2010
B3,Burglary,Burglary,13,7/1/10,B,N,11088,2010
J1,Homicide,Homicide,0,7/1/10,J,N,11089,2010
J1,Rape,Rape,0,7/1/10,J,N,11090,2010
J1,Robbery,Robbery,0,7/1/10,J,N,11091,2010
J1,Assault,Assault,5,7/1/10,J,N,11092,2010
J1,Larceny-Theft,Larceny-Theft,58,7/1/10,J,N,11093,2010
J1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",11,7/1/10,J,N,11094,2010
J1,Burglary,Burglary,10,7/1/10,J,N,11095,2010
U2,Homicide,Homicide,0,7/1/10,U,N,11096,2010
U2,Rape,Rape,0,7/1/10,U,N,11097,2010
U2,Robbery,Robbery,2,7/1/10,U,N,11098,2010
U2,Assault,Assault,2,7/1/10,U,N,11099,2010
U2,Larceny-Theft,Larceny-Theft,41,7/1/10,U,N,11100,2010
U2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,7/1/10,U,N,11101,2010
U2,Burglary,Burglary,10,7/1/10,U,N,11102,2010
U3,Homicide,Homicide,0,7/1/10,U,N,11103,2010
U3,Rape,Rape,0,7/1/10,U,N,11104,2010
U3,Robbery,Robbery,1,7/1/10,U,N,11105,2010
U3,Assault,Assault,0,7/1/10,U,N,11106,2010
U3,Larceny-Theft,Larceny-Theft,29,7/1/10,U,N,11107,2010
U3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,7/1/10,U,N,11108,2010
U3,Burglary,Burglary,6,7/1/10,U,N,11109,2010
J2,Homicide,Homicide,0,7/1/10,J,N,11110,2010
J2,Rape,Rape,1,7/1/10,J,N,11111,2010
J2,Robbery,Robbery,2,7/1/10,J,N,11112,2010
J2,Assault,Assault,3,7/1/10,J,N,11113,2010
J2,Larceny-Theft,Larceny-Theft,53,7/1/10,J,N,11114,2010
J2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,7/1/10,J,N,11115,2010
J2,Burglary,Burglary,11,7/1/10,J,N,11116,2010
J3,Homicide,Homicide,0,7/1/10,J,N,11117,2010
J3,Rape,Rape,0,7/1/10,J,N,11118,2010
J3,Robbery,Robbery,1,7/1/10,J,N,11119,2010
J3,Assault,Assault,4,7/1/10,J,N,11120,2010
J3,Larceny-Theft,Larceny-Theft,50,7/1/10,J,N,11121,2010
J3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,7/1/10,J,N,11122,2010
J3,Burglary,Burglary,20,7/1/10,J,N,11123,2010
O2,Homicide,Homicide,0,7/1/10,O,SE,11124,2010
O2,Rape,Rape,1,7/1/10,O,SE,11125,2010
O2,Robbery,Robbery,0,7/1/10,O,SE,11126,2010
O2,Assault,Assault,3,7/1/10,O,SE,11127,2010
O2,Larceny-Theft,Larceny-Theft,37,7/1/10,O,SE,11128,2010
O2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,7/1/10,O,SE,11129,2010
O2,Burglary,Burglary,9,7/1/10,O,SE,11130,2010
R2,Homicide,Homicide,0,7/1/10,R,SE,11131,2010
R2,Rape,Rape,0,7/1/10,R,SE,11132,2010
R2,Robbery,Robbery,5,7/1/10,R,SE,11133,2010
R2,Assault,Assault,4,7/1/10,R,SE,11134,2010
R2,Larceny-Theft,Larceny-Theft,25,7/1/10,R,SE,11135,2010
R2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,7/1/10,R,SE,11136,2010
R2,Burglary,Burglary,7,7/1/10,R,SE,11137,2010
R3,Homicide,Homicide,0,7/1/10,R,SE,11138,2010
R3,Rape,Rape,1,7/1/10,R,SE,11139,2010
R3,Robbery,Robbery,0,7/1/10,R,SE,11140,2010
R3,Assault,Assault,1,7/1/10,R,SE,11141,2010
R3,Larceny-Theft,Larceny-Theft,26,7/1/10,R,SE,11142,2010
R3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,7/1/10,R,SE,11143,2010
R3,Burglary,Burglary,18,7/1/10,R,SE,11144,2010
O3,Homicide,Homicide,0,7/1/10,O,SE,11145,2010
O3,Rape,Rape,0,7/1/10,O,SE,11146,2010
O3,Robbery,Robbery,3,7/1/10,O,SE,11147,2010
O3,Assault,Assault,7,7/1/10,O,SE,11148,2010
O3,Larceny-Theft,Larceny-Theft,8,7/1/10,O,SE,11149,2010
O3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",11,7/1/10,O,SE,11150,2010
O3,Burglary,Burglary,6,7/1/10,O,SE,11151,2010
S1,Homicide,Homicide,0,7/1/10,S,SE,11152,2010
S1,Rape,Rape,0,7/1/10,S,SE,11153,2010
S1,Robbery,Robbery,5,7/1/10,S,SE,11154,2010
S1,Assault,Assault,8,7/1/10,S,SE,11155,2010
S1,Larceny-Theft,Larceny-Theft,20,7/1/10,S,SE,11156,2010
S1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,7/1/10,S,SE,11157,2010
S1,Burglary,Burglary,9,7/1/10,S,SE,11158,2010
S2,Homicide,Homicide,0,7/1/10,S,SE,11159,2010
S2,Rape,Rape,0,7/1/10,S,SE,11160,2010
S2,Robbery,Robbery,10,7/1/10,S,SE,11161,2010
S2,Assault,Assault,12,7/1/10,S,SE,11162,2010
S2,Larceny-Theft,Larceny-Theft,20,7/1/10,S,SE,11163,2010
S2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,7/1/10,S,SE,11164,2010
S2,Burglary,Burglary,12,7/1/10,S,SE,11165,2010
S3,Homicide,Homicide,0,7/1/10,S,SE,11166,2010
S3,Rape,Rape,0,7/1/10,S,SE,11167,2010
S3,Robbery,Robbery,10,7/1/10,S,SE,11168,2010
S3,Assault,Assault,6,7/1/10,S,SE,11169,2010
S3,Larceny-Theft,Larceny-Theft,17,7/1/10,S,SE,11170,2010
S3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",15,7/1/10,S,SE,11171,2010
S3,Burglary,Burglary,10,7/1/10,S,SE,11172,2010
W1,Homicide,Homicide,0,7/1/10,W,SW,11173,2010
W1,Rape,Rape,1,7/1/10,W,SW,11174,2010
W1,Robbery,Robbery,1,7/1/10,W,SW,11175,2010
